type,dish,region,state,city,sub-region,location,description,image_url,citations
Sandwiches,Chow mein sandwich,Northeast,"['Massachusetts', 'Rhode Island']",[],[],Rhode Island,A brown gravy-basedchow meinmixture placed between halves of a hamburger-style bun.[256],https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Nathanschowmeinsandwich.jpg/250px-Nathanschowmeinsandwich.jpg,
Sandwiches,Club sandwich,Northeast,Wyoming,[],"['New York (state)', 'New York (state)', 'New York (state)', 'New York (state)', 'New York (state)', 'New York (state)', 'New York (state)', 'New York (state)', 'New York (state)', 'New York (state)', 'New York (state)', 'New York (state)', 'New York (state)', 'New York (state)', 'New York (state)', 'New York (state)', 'New York (state)', 'New York (state)', 'New York (state)', 'New York (state)', 'New York (state)', 'New York (state)', 'New York (state)', 'New York (state)', 'New York (state)', 'New York (state)', 'New York (state)', 'New York (state)', 'New York (state)', 'New York (state)', 'New York (state)', 'New York (state)', 'New York (state)', 'New York (state)', 'New York (state)', 'New York (state)', 'New York (state)', 'New York (state)', 'New York (state)', 'New York (state)', 'New York (state)', 'New York (state)', 'New York (state)', 'New York (state)', 'New York (state)', 'New York (state)', 'New York (state)', 'New York (state)', 'New York (state)', 'New York (state)']",New York (state),"A three-layer sandwich consisting of three slices of bread (traditionally toasted), sliced poultry, fried bacon, lettuce, tomato, and mayonnaise.",https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Club_sandwich_at_Caf%C3%A9_Picnic.jpg/250px-Club_sandwich_at_Caf%C3%A9_Picnic.jpg,
Sandwiches,Cuban sandwich,South,['Florida'],"['Tampa, Florida']",['South Florida'],South Florida,"A pressed sandwich made with sliced ham and roasted pork, Swiss cheese, pickles, mustard, and sometimes Genoa salami, onCuban bread.[258][259]Medianochesandwiches are very closely related.",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Tampa_Cuban_sandwich.jpg/250px-Tampa_Cuban_sandwich.jpg,
Sandwiches,Denver sandwich,Southwest,Wyoming,['Denver'],"['Denver', 'Denver', 'Denver', 'Denver', 'Denver', 'Denver', 'Denver', 'Denver', 'Denver', 'Denver', 'Denver', 'Denver', 'Denver', 'Denver', 'Denver', 'Denver', 'Denver', 'Denver', 'Denver', 'Denver', 'Denver', 'Denver', 'Denver', 'Denver', 'Denver', 'Denver', 'Denver', 'Denver', 'Denver', 'Denver', 'Denver', 'Denver', 'Denver', 'Denver', 'Denver', 'Denver', 'Denver', 'Denver', 'Denver', 'Denver', 'Denver', 'Denver', 'Denver', 'Denver', 'Denver', 'Denver', 'Denver', 'Denver', 'Denver']",Denver,"Also known as a Western sandwich.  A Denveromelette(scrambled eggs with diced ham, onions, and green bell peppers) on two pieces of bread.[260]",https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/Denver_sandwich.jpg/250px-Denver_sandwich.jpg,
Sandwiches,Eggs Benedict,Northeast,Wyoming,['New York City'],"['New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City']",New York City,"The two halves of a toastedEnglish muffintopped withCanadian bacon,poached eggs, andhollandaise sauce.[261]Claims exist that it was invented at theWaldorf Hotelin New York City in 1894, and another claim is that it was first made by Edward P. Montgomery on behalf of commodore E. C. Benedict.[262]",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/2_Eggs_Benedict.jpg/250px-2_Eggs_Benedict.jpg,
Sandwiches,Fluffernutter,Northeast,Wyoming,[],"['New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England']",New England,"Made withpeanut butterandmarshmallow fluff, usually served onwhite bread[263]",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Fluffernutter_before_%28white_background%29.jpg/250px-Fluffernutter_before_%28white_background%29.jpg,
Sandwiches,Fool's Gold Loaf,Southwest,Wyoming,['Denver'],"['Denver', 'Denver', 'Denver', 'Denver', 'Denver', 'Denver', 'Denver', 'Denver', 'Denver', 'Denver', 'Denver', 'Denver', 'Denver', 'Denver', 'Denver', 'Denver', 'Denver', 'Denver', 'Denver', 'Denver', 'Denver', 'Denver', 'Denver', 'Denver', 'Denver', 'Denver', 'Denver', 'Denver', 'Denver', 'Denver', 'Denver', 'Denver', 'Denver', 'Denver', 'Denver', 'Denver', 'Denver', 'Denver', 'Denver', 'Denver', 'Denver', 'Denver', 'Denver', 'Denver', 'Denver', 'Denver', 'Denver', 'Denver', 'Denver']",Denver,"A French bread, baked and hollowed out, and filled with a jar of peanut butter, a jar of grape jelly, and a pound of bacon.[264]",https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Fool%27s_Gold_Loaf_%288720348111%29.jpg/250px-Fool%27s_Gold_Loaf_%288720348111%29.jpg,
Sandwiches,French dip,Southwest,[],[],['San Diego'],San Diego,"Thin-sliced beef served on a French roll, often topped with Swiss cheese and onions. Traditionally, the bread is dipped in the beef juice that results from cooking, though it's not unusual for thejusto be served on the side.[265]",https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/French_dip.jpg/250px-French_dip.jpg,
Sandwiches,Fried-brain sandwich,Midwest,['Indiana'],"['Evansville, Indiana']",['Ohio Rivervalley'],Ohio Rivervalley,"A sandwich made with heavily battered slicedcalves' brains, deep fried and served on sliced bread.[267]",https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Brain_sandwiches.jpg/250px-Brain_sandwiches.jpg,
Sandwiches,Gerber sandwich,Midwest,Wyoming,['St. Louis'],"['St. Louis', 'St. Louis', 'St. Louis', 'St. Louis', 'St. Louis', 'St. Louis', 'St. Louis', 'St. Louis', 'St. Louis', 'St. Louis', 'St. Louis', 'St. Louis', 'St. Louis', 'St. Louis', 'St. Louis', 'St. Louis', 'St. Louis', 'St. Louis', 'St. Louis', 'St. Louis', 'St. Louis', 'St. Louis', 'St. Louis', 'St. Louis', 'St. Louis', 'St. Louis', 'St. Louis', 'St. Louis', 'St. Louis', 'St. Louis', 'St. Louis', 'St. Louis', 'St. Louis', 'St. Louis', 'St. Louis', 'St. Louis', 'St. Louis', 'St. Louis', 'St. Louis', 'St. Louis', 'St. Louis', 'St. Louis', 'St. Louis', 'St. Louis', 'St. Louis', 'St. Louis', 'St. Louis', 'St. Louis', 'St. Louis']",St. Louis,"Anopen-faced sandwichof a half section of Italian or French bread, spread with garlic butter and topped with ham and eitherProvelorProvolonecheese, seasoned with a sprinkling of paprika, and then toasted.[268]",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/St._Louis%2C_MO_%284171227988%29.jpg/250px-St._Louis%2C_MO_%284171227988%29.jpg,
Sandwiches,Heel sandwich,Multiple,"['Ohio', 'West Virginia']","['Steubenville, Ohio', 'Weirton, West Virginia']",[],West Virginia,"A thick, crusty ""heel"" of a loaf of Italian bread hollowed out and stuffed with meatballs, marinara sauce, and melted provolone or mozzarella cheese that is then broiled.[269]",https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Heel_sandwich.jpg/250px-Heel_sandwich.jpg,
Sandwiches,Horseshoe sandwich,Midwest,['Illinois'],"['Springfield, Illinois']",[],Illinois,"An open-faced sandwich of thick-sliced toasted bread, a hamburger patty or other meat, French fries, and a cheese sauce that is somewhat similar toWelsh rarebit.[270]",https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/RealHorseshoesandwich.jpg/250px-RealHorseshoesandwich.jpg,
Sandwiches,Hot brown,South,['Kentucky'],"['Louisville, Kentucky']",[],Kentucky,"An open-faced sandwich of turkey with sliced tomatoes on thick-cut toast, covered withMornay sauceand topped with bacon, and baked or broiled until the bread is crisp and the sauce begins to brown.[271]",https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Hot_Brown_Kurtz.jpg/250px-Hot_Brown_Kurtz.jpg,
Sandwiches,Italian beef,Midwest,Wyoming,['Chicago'],"['Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago']",Chicago,"A sandwich of thin slices of seasoned roast beef, dripping with meat juices, on a dense, long Italian-style roll.[272]",https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Mmm..._Italian_beef_%286286691399%29.jpg/250px-Mmm..._Italian_beef_%286286691399%29.jpg,
Sandwiches,Jibarito,Midwest,Wyoming,['Chicago'],"['Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago']",Chicago,"A jibarito (/ˌhiːbəˈriːtoʊ/HEE-bə-REE-toh) is a sandwich, inspired by the cuisine ofPuerto Rico, made with flattened, fried greenplantainsinstead of bread.  Generally with a thin steak filling, or sometimes chicken or pork.  Usually topped with garlic-flavored mayonnaise, lettuce, and tomato.[273]",https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Jibarito.jpg/250px-Jibarito.jpg,
Sandwiches,Limburger sandwich,Midwest,['Wisconsin'],[],[],Wisconsin,Limburger cheese on bread,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Cheese_limburger_edit.jpg/250px-Cheese_limburger_edit.jpg,
Sandwiches,Mother-in-law,Midwest,Wyoming,['Chicago'],"['Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago']",Chicago,"Atamalein a hot dog bun, covered withchili.[274]",https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Mother-in-law-sandwich-02.jpg/250px-Mother-in-law-sandwich-02.jpg,
Sandwiches,Muffuletta,South,Wyoming,['New Orleans'],"['New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans']",New Orleans,"A sandwich on a muffuletta bread, a large, round, and light Italian bread with sesame seeds.  It's filled with various meats and cheeses, usually includingham,salami,mortadella,Swiss cheese, andprovolone, witholive saladspread on the bread.[275]",https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/New_Orleans_Muffuletta_-_The_best_sandwich_I_ever_had.jpg/250px-New_Orleans_Muffuletta_-_The_best_sandwich_I_ever_had.jpg,
Sandwiches,Pastrami on rye,Northeast,Wyoming,['New York City'],"['New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City']",New York City,"Pastrami on rye bread, typically with spicy brown mustard.",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Pastrami-Sandwich.JPG/250px-Pastrami-Sandwich.JPG,
Sandwiches,Pepper and egg sandwich,Midwest,Wyoming,['Chicago'],"['Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago']",Chicago,Scrambled eggs and grilled bell peppers on French bread.[276][277],https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/Pepper-and-egg-sandwich-01.jpg/250px-Pepper-and-egg-sandwich-01.jpg,
Sandwiches,Pilgrim sandwich,Northeast,Wyoming,[],"['New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England']",New England,"Also known as a Thanksgiving sandwich.  Made with sliced turkey, stuffing, cranberry sauce, and sometimes cheese and other ingredients.[278]",https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Thanksgiving-Sandwich-01.jpg/250px-Thanksgiving-Sandwich-01.jpg,
Sandwiches,Pit beef sandwich,South,Wyoming,['Baltimore'],"['Baltimore', 'Baltimore', 'Baltimore', 'Baltimore', 'Baltimore', 'Baltimore', 'Baltimore', 'Baltimore', 'Baltimore', 'Baltimore', 'Baltimore', 'Baltimore', 'Baltimore', 'Baltimore', 'Baltimore', 'Baltimore', 'Baltimore', 'Baltimore', 'Baltimore', 'Baltimore', 'Baltimore', 'Baltimore', 'Baltimore', 'Baltimore', 'Baltimore', 'Baltimore', 'Baltimore', 'Baltimore', 'Baltimore', 'Baltimore', 'Baltimore', 'Baltimore', 'Baltimore', 'Baltimore', 'Baltimore', 'Baltimore', 'Baltimore', 'Baltimore', 'Baltimore', 'Baltimore', 'Baltimore', 'Baltimore', 'Baltimore', 'Baltimore', 'Baltimore', 'Baltimore', 'Baltimore', 'Baltimore', 'Baltimore']",Baltimore,"A sandwich of charcoal-roasted beef, sliced and served rare on aKaiser roll.[279]",https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Pioneer_Pit_Beef_with_Tiger_Sauce.jpg/250px-Pioneer_Pit_Beef_with_Tiger_Sauce.jpg,
Sandwiches,Po' boy,South,Wyoming,['New Orleans'],"['New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans', 'New Orleans']",New Orleans,"Asubmarine sandwichon a wide piece of French bread that is crunchy on the outside and light on the inside.  Popular fillings include fried seafood such as shrimp, oysters, or catfish, and the more traditional roast beef with brown gravy.  Usually topped (""dressed"") with shredded lettuce, tomatoes, pickles, and mayonnaise.[280][281][282]",https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Alligator_po_boy.jpg/250px-Alligator_po_boy.jpg,
Sandwiches,Pork tenderloin sandwich,Midwest,['Indiana'],[],[],Indiana,"A large, thin porkcutlet, breaded and deep-fried, served on a bun.[283]",https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Pork_tenderloin_sandwich.JPG/250px-Pork_tenderloin_sandwich.JPG,
Sandwiches,Primanti Sandwich,Northeast,['Pennsylvania'],"['Pittsburgh, Pennsylvania']",[],Pennsylvania,"Grilled meat, melted cheese, an oil & vinegar-based coleslaw, tomato slices, and French fries between two thick slices of Italian bread.",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Primanti_Bros_sandwich.jpg/250px-Primanti_Bros_sandwich.jpg,
Sandwiches,Reuben sandwich,Multiple,['Nebraska'],"['Omaha, Nebraska']",[],Nebraska,"A hot sandwich composed ofcorned beef,Swiss cheese,sauerkraut, and Russian or Thousand Island dressing,grilledbetween slices ofrye bread.[284]One account holds that Reuben Kulakofsky of Omaha, Nebraska invented the sandwich, and another holds that it was invented by Arnold Reuben atReuben's Restaurantin New York City.[285]",https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Katz%27s_Deli_-_Lunch.jpg/250px-Katz%27s_Deli_-_Lunch.jpg,
Sandwiches,Runza,Midwest,['Kansas'],[],[],Kansas,"A hand-heldmeat piesimilar to abierock, with a yeast dough bread pocket and a filling of ground beef, shredded cabbage, and seasonings.[286]",https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/Runza_01.jpg/250px-Runza_01.jpg,
Sandwiches,Sailor sandwich,South,['Virginia'],"['Richmond, Virginia']",[],Virginia,"A sandwich of grilled knackwurst, hot pastrami, melted Swiss cheese, and spicy mustard on rye bread.[287]",https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/2015_0629_Sailor_at_NYD.jpg/250px-2015_0629_Sailor_at_NYD.jpg,
Sandwiches,Sloppy joe,Northeast,Wyoming,[],"['Northern New Jersey', 'Northern New Jersey', 'Northern New Jersey', 'Northern New Jersey', 'Northern New Jersey', 'Northern New Jersey', 'Northern New Jersey', 'Northern New Jersey', 'Northern New Jersey', 'Northern New Jersey', 'Northern New Jersey', 'Northern New Jersey', 'Northern New Jersey', 'Northern New Jersey', 'Northern New Jersey', 'Northern New Jersey', 'Northern New Jersey', 'Northern New Jersey', 'Northern New Jersey', 'Northern New Jersey', 'Northern New Jersey', 'Northern New Jersey', 'Northern New Jersey', 'Northern New Jersey', 'Northern New Jersey', 'Northern New Jersey', 'Northern New Jersey', 'Northern New Jersey', 'Northern New Jersey', 'Northern New Jersey', 'Northern New Jersey', 'Northern New Jersey', 'Northern New Jersey', 'Northern New Jersey', 'Northern New Jersey', 'Northern New Jersey', 'Northern New Jersey', 'Northern New Jersey', 'Northern New Jersey', 'Northern New Jersey', 'Northern New Jersey', 'Northern New Jersey', 'Northern New Jersey', 'Northern New Jersey', 'Northern New Jersey', 'Northern New Jersey', 'Northern New Jersey', 'Northern New Jersey', 'Northern New Jersey', 'Northern New Jersey']",Northern New Jersey,"In most of the U.S., asloppy joeis a sandwich of ground beef and tomato sauce, with onion and spices, served on a hamburger bun.  But in North Jersey, a sloppy joe is a double decker thin slicedrye breadsandwich made with one or more types of sliced deli meat, such as turkey, ham,pastrami,corned beef,roast beef, or slicedbeef tongue, along withSwiss cheese,coleslaw, andRussian dressing.[288][289][290]",https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Millburn_Deli_Sloppy_Joes.jpg/250px-Millburn_Deli_Sloppy_Joes.jpg,
Sandwiches,Spaghetti sandwich,Midwest,['Minnesota'],"['Minneapolis, Minnesota']",[],Minnesota,"A sandwich prepared with cooked spaghetti, sauce and bread.",https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Spaghetti_sandwich.jpg/250px-Spaghetti_sandwich.jpg,
Sandwiches,Spiedie,Northeast,['New York'],[],[],New York,"A spiedie (/ˈspiːdi/SPEE-dee) is a sandwich of marinated cubes of lamb, chicken, pork, or beef served on Italian bread or white bread.[291]",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Chicken_Spiedie.jpg/250px-Chicken_Spiedie.jpg,
Sandwiches,St. Paul sandwich,Midwest,Wyoming,['St. Louis'],"['St. Louis', 'St. Louis', 'St. Louis', 'St. Louis', 'St. Louis', 'St. Louis', 'St. Louis', 'St. Louis', 'St. Louis', 'St. Louis', 'St. Louis', 'St. Louis', 'St. Louis', 'St. Louis', 'St. Louis', 'St. Louis', 'St. Louis', 'St. Louis', 'St. Louis', 'St. Louis', 'St. Louis', 'St. Louis', 'St. Louis', 'St. Louis', 'St. Louis', 'St. Louis', 'St. Louis', 'St. Louis', 'St. Louis', 'St. Louis', 'St. Louis', 'St. Louis', 'St. Louis', 'St. Louis', 'St. Louis', 'St. Louis', 'St. Louis', 'St. Louis', 'St. Louis', 'St. Louis', 'St. Louis', 'St. Louis', 'St. Louis', 'St. Louis', 'St. Louis', 'St. Louis', 'St. Louis', 'St. Louis', 'St. Louis']",St. Louis,"Anegg foo youngpatty on white bread, with dill pickle slices, lettuce, tomatoes, and mayonnaise.[292]",https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/STP_Sandwich_004.jpg/250px-STP_Sandwich_004.jpg,
Sandwiches,Submarine sandwich,Northeast,Wyoming,[],"['Northeastern United States', 'Northeastern United States', 'Northeastern United States', 'Northeastern United States', 'Northeastern United States', 'Northeastern United States', 'Northeastern United States', 'Northeastern United States', 'Northeastern United States', 'Northeastern United States', 'Northeastern United States', 'Northeastern United States', 'Northeastern United States', 'Northeastern United States', 'Northeastern United States', 'Northeastern United States', 'Northeastern United States', 'Northeastern United States', 'Northeastern United States', 'Northeastern United States', 'Northeastern United States', 'Northeastern United States', 'Northeastern United States', 'Northeastern United States', 'Northeastern United States', 'Northeastern United States', 'Northeastern United States', 'Northeastern United States', 'Northeastern United States', 'Northeastern United States', 'Northeastern United States', 'Northeastern United States', 'Northeastern United States', 'Northeastern United States', 'Northeastern United States', 'Northeastern United States', 'Northeastern United States', 'Northeastern United States', 'Northeastern United States', 'Northeastern United States', 'Northeastern United States', 'Northeastern United States', 'Northeastern United States', 'Northeastern United States', 'Northeastern United States', 'Northeastern United States', 'Northeastern United States', 'Northeastern United States', 'Northeastern United States', 'Northeastern United States']",Northeastern United States,"Also known as a sub, wedge, hoagie, hero, grinder, baguette and other names, it originated in several differentItalian American communitiesin the Northeastern United States from the late 19th to mid-20th centuries.[293]A long roll of bread split widthwise into two pieces, and filled with a variety of meats, cheeses, vegetables, seasonings, and sauces.",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Hoagie_Hero_Sub_Sandwich.jpg/250px-Hoagie_Hero_Sub_Sandwich.jpg,
Sandwiches,Tavern sandwich,Midwest,['Iowa'],[],[],Iowa,"Also known as a loosemeat sandwich,[294]it contains crumbled, unseasoned ground beef on a bun, mixed with sauteed onions, and sometimes topped with pickles, ketchup and mustard.",https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Maid-Rite_loose_meat_sandwich.jpg/250px-Maid-Rite_loose_meat_sandwich.jpg,
Sandwiches,Tomato sandwich,South,Wyoming,[],"['Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States']",Southern United States,"Ripe-to-overripe non-commercially grown tomatoes, mayonnaise, salt, and pepper on soft commercial white bread.",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Tomato_sandwich_sliced.jpg/250px-Tomato_sandwich_sliced.jpg,
Sandwiches,Turkey Devonshire,Northeast,Wyoming,['Pittsburgh'],"['Pittsburgh', 'Pittsburgh', 'Pittsburgh', 'Pittsburgh', 'Pittsburgh', 'Pittsburgh', 'Pittsburgh', 'Pittsburgh', 'Pittsburgh', 'Pittsburgh', 'Pittsburgh', 'Pittsburgh', 'Pittsburgh', 'Pittsburgh', 'Pittsburgh', 'Pittsburgh', 'Pittsburgh', 'Pittsburgh', 'Pittsburgh', 'Pittsburgh', 'Pittsburgh', 'Pittsburgh', 'Pittsburgh', 'Pittsburgh', 'Pittsburgh', 'Pittsburgh', 'Pittsburgh', 'Pittsburgh', 'Pittsburgh', 'Pittsburgh', 'Pittsburgh', 'Pittsburgh', 'Pittsburgh', 'Pittsburgh', 'Pittsburgh', 'Pittsburgh', 'Pittsburgh', 'Pittsburgh', 'Pittsburgh', 'Pittsburgh', 'Pittsburgh', 'Pittsburgh', 'Pittsburgh', 'Pittsburgh', 'Pittsburgh', 'Pittsburgh', 'Pittsburgh', 'Pittsburgh', 'Pittsburgh']",Pittsburgh,"A hot open-faced sandwich on toasted bread with hot turkey, bacon, tomatoes, and a cheese sauce, similar to aHot brown.[295]",,
