type,dish,region,state,city,sub-region,location,description,image_url,citations
General Cuisine,Spoonbread,South,Wyoming,[],"['Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States']",Southern United States,"A moist cornmeal-based dish, similar in consistency and taste to Yorkshire pudding.[44](Pictured is spoonbread underneath a pork chop, with a side of greens.)",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Spoonbread_with_pork_chop_and_greens.jpg/250px-Spoonbread_with_pork_chop_and_greens.jpg,
General Cuisine,Stromboli,Northeast,['Pennsylvania'],"['Philadelphia, Pennsylvania']",[],Pennsylvania,"A type of savoryturnoverfilled with various cheeses, typically mozzarella, Italian meats such as salami, capicola and bresaola or vegetables, and traditionally wrapped in Italian bread dough. It was invented in 1950 at Romano's Pizzeria & Italian Restaurant in Essington, Pennsylvania, by Nazzareno ""Nat"" Romano.[45]",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/HomemadeStromboliAug05.jpg/250px-HomemadeStromboliAug05.jpg,
General Cuisine,Succotash,Multiple,['Pennsylvania'],[],['Southern United States'],Southern United States,A chunky dish that consists primarily ofsweet cornwithlima beansor othershell beans. Other ingredients may be added including tomatoes and green or sweet red peppers.[46],https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Succotash.jpg/250px-Succotash.jpg,
General Cuisine,Tamale pie,Southwest,Wyoming,[],"['Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States']",Southwestern United States,"A dish is made by lining a casserole dish with tamale dough and adding a spiced filling of meats, stews, or leftovers, sometimes with beans, salsa, or tomatoes. It is finally topped with more tamale dough and baked, sometimes with cheese on top.",https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/A_whole_tamale_pie.jpg/250px-A_whole_tamale_pie.jpg,
General Cuisine,Toasted ravioli,Midwest,['Missouri'],"['St. Louis, Missouri']",[],Missouri,"A dish of breaded, deep-friedravioli, found on the menus of many St. Louis restaurants including those ofthe Hill, a predominantly Italian neighborhood.[47]",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Toasted_Ravioli.jpg/250px-Toasted_Ravioli.jpg,
General Cuisine,Utica greens,Northeast,Wyoming,[],"['Upstate New York', 'Upstate New York', 'Upstate New York', 'Upstate New York', 'Upstate New York', 'Upstate New York', 'Upstate New York', 'Upstate New York', 'Upstate New York', 'Upstate New York', 'Upstate New York', 'Upstate New York', 'Upstate New York', 'Upstate New York', 'Upstate New York', 'Upstate New York', 'Upstate New York', 'Upstate New York', 'Upstate New York', 'Upstate New York', 'Upstate New York', 'Upstate New York', 'Upstate New York', 'Upstate New York', 'Upstate New York', 'Upstate New York', 'Upstate New York', 'Upstate New York', 'Upstate New York', 'Upstate New York', 'Upstate New York', 'Upstate New York', 'Upstate New York', 'Upstate New York', 'Upstate New York', 'Upstate New York', 'Upstate New York', 'Upstate New York', 'Upstate New York', 'Upstate New York', 'Upstate New York', 'Upstate New York', 'Upstate New York', 'Upstate New York', 'Upstate New York', 'Upstate New York', 'Upstate New York', 'Upstate New York', 'Upstate New York', 'Upstate New York']",Upstate New York,"A dish made of hot peppers,sautéedgreens, chicken stock or broth,escarole, cheese,Pecorino, breadcrumbs and variations of meat andprosciutto.[48]",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Utica_greens.jpg/250px-Utica_greens.jpg,
General Cuisine,Wet burrito,Midwest,['Michigan'],[],[],Michigan,"A burrito covered with a red chili sauce similar to a red enchilada sauce, with melted shredded cheese on top.",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Diana%27s_wet_burrito.jpg/250px-Diana%27s_wet_burrito.jpg,
Barbecue,Alabama-style barbecue,South,Wyoming,[],"['Northern Alabama', 'Northern Alabama', 'Northern Alabama', 'Northern Alabama', 'Northern Alabama', 'Northern Alabama', 'Northern Alabama', 'Northern Alabama', 'Northern Alabama', 'Northern Alabama', 'Northern Alabama', 'Northern Alabama', 'Northern Alabama', 'Northern Alabama', 'Northern Alabama', 'Northern Alabama', 'Northern Alabama', 'Northern Alabama', 'Northern Alabama', 'Northern Alabama', 'Northern Alabama', 'Northern Alabama', 'Northern Alabama', 'Northern Alabama', 'Northern Alabama', 'Northern Alabama', 'Northern Alabama', 'Northern Alabama', 'Northern Alabama', 'Northern Alabama', 'Northern Alabama', 'Northern Alabama', 'Northern Alabama', 'Northern Alabama', 'Northern Alabama', 'Northern Alabama', 'Northern Alabama', 'Northern Alabama', 'Northern Alabama', 'Northern Alabama', 'Northern Alabama', 'Northern Alabama', 'Northern Alabama', 'Northern Alabama', 'Northern Alabama', 'Northern Alabama', 'Northern Alabama', 'Northern Alabama', 'Northern Alabama', 'Northern Alabama']",Northern Alabama,"Smoked chicken or other smoked meats, with a white barbecue sauce that has a base ofmayonnaiseinstead of tomatoes. The sauce is said to have been developed in 1925 by Bob Gibson ofDecatur.[49]",https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Smoked_Chicken_Sandwich.jpg/250px-Smoked_Chicken_Sandwich.jpg,
Barbecue,Barbecue bologna,Southwest,['Oklahoma'],[],[],Oklahoma,"Bologna that has been smoked barbecue-style, usually over pecan wood.[50]",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Blue_Smoke_Bologna_Sandwich.jpg/250px-Blue_Smoke_Bologna_Sandwich.jpg,
Barbecue,Barbecue spaghetti,South,['Tennessee'],"['Memphis, Tennessee']",[],Tennessee,"Spaghetti noodles topped with a sauce made from smoked pork, vegetables, and barbecue sauce.[51]",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Barbecue_spaghetti.jpg/250px-Barbecue_spaghetti.jpg,
Barbecue,Carne asada burrito,Southwest,['California'],"['San Diego, California']",[],California,"Said that to be to San Diegans, ""...as integral to the experience of the place as a slice of (pizza) pie is to a New Yorker."" The San Diego–style carne asada burrito is served with chunks of carne asada, guacamole, and pico de gallo salsa. This ""wall-to-wall"" use of meat contrasts to burrito styles that use rice and beans as filler ingredients.",https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Carne-asada-burrito.jpg/250px-Carne-asada-burrito.jpg,
Barbecue,Carne asada fries,Southwest,['California'],"['San Diego, California']",[],California,"French fries,carne asada,guacamole, sour cream, and cheese.[52]",https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Carne_Asada_Fries_from_Lolitas.jpg/250px-Carne_Asada_Fries_from_Lolitas.jpg,
Barbecue,Chicago-style barbecue,Midwest,Wyoming,['Chicago'],"['Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago', 'Chicago']",Chicago,"In addition to using more conventional methods of smoking meats, barbecue chefs in Chicago sometimes utilize an aquarium smoker, which is a rectangular indoor smoker with glass sides.Rib tipsandhot linksare popular in Chicago.[53][54][55][56]",https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Aquarium-Style_Smoker.jpg/250px-Aquarium-Style_Smoker.jpg,
Barbecue,Chislic,Midwest,['South Dakota'],[],[],South Dakota,"Small cubes ofmutton(or sometimes beef, pork, orvenison), deep-fried or grilled and served on skewers or toothpicks.[57][58]",https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Kegchislicsmall.jpg/250px-Kegchislicsmall.jpg,
Barbecue,Chopped brisket sandwich,Southwest,['Texas'],[],[],Texas,"A type ofbarbecue sandwichtypically made with chopped upsmoked beef brisketand barbecue sauce, and sometimes vegetables such as pickles, onions, and jalapeño peppers.[59]",,
Barbecue,Garbage Plate,Northeast,['New York'],"['Rochester, New York']",[],New York,"A choice of two entrees such as cheeseburger, hamburger, red hots,white hots, Italian sausage, chicken tenders, fried haddock, fried ham, grilled cheese, or eggs; and two sides of either home fries, French fries, baked beans, or macaroni salad; topped with mustard, onions, and a meat sauce of slowly simmered ground beef and spices; usually served with Italian bread and butter on the side.[60][61][62]",https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Garbage_plate.jpg/250px-Garbage_plate.jpg,
Barbecue,Hoosier-style barbecue,Midwest,['Indiana'],[],[],Indiana,"Pork and beef slow-roasted over cherrywood, served with an apple cider and tomato based sauce.[63]",,
Barbecue,Kansas City-style barbecue,Midwest,['Missouri'],"['Kansas City, Missouri']",[],Missouri,Kansas City barbecue isslow-smokedover a variety of woods and then covered with a thick tomato- and molasses-based sauce.[64]It is characterized by its use of a wide variety of meat.Burnt endsare quite popular in Kansas City.[65][66],https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Kansas_City-Style_Barbecue_%28cropped%29.jpg/250px-Kansas_City-Style_Barbecue_%28cropped%29.jpg,
Barbecue,Korean taco,Southwest,['California'],"['Los Angeles, California']",[],California,Tacos with Korean-style fillings such asbulgogiandkimchi.,https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Koreantacos1.jpg/250px-Koreantacos1.jpg,
Barbecue,Memphis-style barbecue,South,['Tennessee'],"['Memphis, Tennessee']",[],Tennessee,"Typified by pork ribs, slow cooked in a pit. ""Dry"" ribs are covered with a dry rub before cooking, and are normally eaten without sauce. ""Wet"" ribs are brushed with sauce before, during, and after cooking.[67]",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Barbecue-cooker-01.jpg/250px-Barbecue-cooker-01.jpg,
Barbecue,North Carolina-style barbecue,South,['North Carolina'],[],[],North Carolina,"Pulled porkis very popular in North Carolina.  In the eastern part of the state, a vinegar-based sauce is used. In the western part of the state, the sauce is tomato-based.[68][69]",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Pulled_pork_008.jpg/250px-Pulled_pork_008.jpg,
Barbecue,Pulled pork sandwich,South,Wyoming,[],"['Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States']",Southern United States,A sandwich filled shredded barbecued pork shoulder.,https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Pulled_pork_sandwich.jpg/250px-Pulled_pork_sandwich.jpg,
Barbecue,Roast pork Italian,Northeast,['Pennsylvania'],"['Philadelphia, Pennsylvania']",[],Pennsylvania,"Italian-style roast pork shoulder (porchetta), broccoli rabe, and sharp provolone cheese on a hoagie roll",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Porchetta_Sandwich.jpg/250px-Porchetta_Sandwich.jpg,
Barbecue,Santa Maria-style barbecue,Southwest,['California'],[],[],California,"Beeftri-tipand sometimes other meat, grilled over coals of thecoast live oak, and traditionally served withsalsa, pinquito beans, salad, and grilled French bread.[70]",https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/SantaMaria-StyleBBQ.jpg/250px-SantaMaria-StyleBBQ.jpg,
Barbecue,South Carolina-style Barbecue,South,['South Carolina'],[],[],South Carolina,"Whole hog barbecue, orpig pickin', is popular in South Carolina. In theMidlands of South Carolina, mustard based barbecue sauce is common, while vinegar is more common in the upstate region.[71]South Carolina is also known for ""hash"", a rich pork gravy made of offal and pork cuts.[72]",https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Pig_Pickin_in_NC.jpg/250px-Pig_Pickin_in_NC.jpg,
Barbecue,St. Louis-style barbecue,Midwest,['Missouri'],"['St. Louis, Missouri']",[],Missouri,"Various pork dishes cooked with barbecue sauce, which typically are grilled rather than being cooked in a smokehouse.[73]",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Home_-_Lunch_-_Flickr_-_USDAgov.jpg/250px-Home_-_Lunch_-_Flickr_-_USDAgov.jpg,
Barbecue,Texas-style barbecue,Southwest,['Texas'],[],[],Texas,"Texas-style barbecue often uses beef (especiallybrisket[74]) instead of pork.  There are several variations, including East, Central, West, and South Texas. The regions differ primarily in the type of wood used, the cooking method, and the addition and application of spices and sauce.[75]",https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Saltlickpit.jpg/250px-Saltlickpit.jpg,
Breads and bread dishes,Anadama bread,Northeast,Wyoming,[],"['New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England']",New England,"A traditionalyeastbread of New England made with wheat flour,cornmeal,molassesand sometimesryeflour[76]",https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Anadama_bread_%281%29.jpg/250px-Anadama_bread_%281%29.jpg,
Breads and bread dishes,Beaten biscuits,South,Wyoming,[],"['Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States']",Southern United States,"A dense biscuit, sometimes served with ham.  Before baking the dough is beaten extensively with a rolling pin or other blunt instrument.[77]",https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Flickr_stuart_spivack_8254492--Beaten_biscuits.jpg/250px-Flickr_stuart_spivack_8254492--Beaten_biscuits.jpg,
Breads and bread dishes,Bulkie roll,Northeast,Wyoming,[],"['New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England']",New England,A sandwich roll common in New England. Similar to akaiser rollbut sweeter,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Bulkie_roll_spicy_salmon_burger.jpg/250px-Bulkie_roll_spicy_salmon_burger.jpg,
Breads and bread dishes,Cornbread,South,Wyoming,[],"['Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States']",Southern United States,A quick bread made with cornmeal.,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Skillet_cornbread_%28cropped%29.jpg/250px-Skillet_cornbread_%28cropped%29.jpg,
Breads and bread dishes,Frybread,West,Wyoming,[],"['Indigenous cuisine of the Americas', 'Indigenous cuisine of the Americas', 'Indigenous cuisine of the Americas', 'Indigenous cuisine of the Americas', 'Indigenous cuisine of the Americas', 'Indigenous cuisine of the Americas', 'Indigenous cuisine of the Americas', 'Indigenous cuisine of the Americas', 'Indigenous cuisine of the Americas', 'Indigenous cuisine of the Americas', 'Indigenous cuisine of the Americas', 'Indigenous cuisine of the Americas', 'Indigenous cuisine of the Americas', 'Indigenous cuisine of the Americas', 'Indigenous cuisine of the Americas', 'Indigenous cuisine of the Americas', 'Indigenous cuisine of the Americas', 'Indigenous cuisine of the Americas', 'Indigenous cuisine of the Americas', 'Indigenous cuisine of the Americas', 'Indigenous cuisine of the Americas', 'Indigenous cuisine of the Americas', 'Indigenous cuisine of the Americas', 'Indigenous cuisine of the Americas', 'Indigenous cuisine of the Americas', 'Indigenous cuisine of the Americas', 'Indigenous cuisine of the Americas', 'Indigenous cuisine of the Americas', 'Indigenous cuisine of the Americas', 'Indigenous cuisine of the Americas', 'Indigenous cuisine of the Americas', 'Indigenous cuisine of the Americas', 'Indigenous cuisine of the Americas', 'Indigenous cuisine of the Americas', 'Indigenous cuisine of the Americas', 'Indigenous cuisine of the Americas', 'Indigenous cuisine of the Americas', 'Indigenous cuisine of the Americas', 'Indigenous cuisine of the Americas', 'Indigenous cuisine of the Americas', 'Indigenous cuisine of the Americas', 'Indigenous cuisine of the Americas', 'Indigenous cuisine of the Americas', 'Indigenous cuisine of the Americas', 'Indigenous cuisine of the Americas', 'Indigenous cuisine of the Americas', 'Indigenous cuisine of the Americas', 'Indigenous cuisine of the Americas', 'Indigenous cuisine of the Americas', 'Indigenous cuisine of the Americas']",Indigenous cuisine of the Americas,"Flat, fried bread with a fluffy interior and crunchy exterior, made with wheat flour, sugar, salt, and lard or vegetable oil.[78]",https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Frybread.jpg/250px-Frybread.jpg,
Breads and bread dishes,Hot water corn bread,South,Wyoming,[],"['Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States']",Southern United States,Cornbread made by mixing cornmeal and water and cooking the resulting batter in a skillet with cooking oil.[79],https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Day_20_-_Hot_Water_Cornbread_%284446223148%29.jpg/250px-Day_20_-_Hot_Water_Cornbread_%284446223148%29.jpg,
Breads and bread dishes,Johnnycakes,Multiple,[],[],['andAppalachia'],andAppalachia,"Also known as hoecakes.Cornmealflatbread, a dish ofNative Americanorigin.[80][81]",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Johnnycakes_%28cropped%29.jpg/250px-Johnnycakes_%28cropped%29.jpg,
Breads and bread dishes,New York–style bagel,Northeast,Wyoming,['New York City'],"['New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City']",New York City,Bagels which are larger and fatter than other styles of bagels,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Lox-and-bagel-02.jpg/250px-Lox-and-bagel-02.jpg,
Breads and bread dishes,Pan de campo,Southwest,['Texas'],[],[],Texas,"A a flatbread made from wheat flour, baking powder, salt, a fat, and water. Traditionally cooked in adutch oven.",https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Pan_de_campo.jpg/250px-Pan_de_campo.jpg,
Breads and bread dishes,Parker House roll,Northeast,['Massachusetts'],"['Boston, Massachusetts']",[],Massachusetts,Abread rollthat was invented at theParker House Hotelin Boston during the 1870s.[82]It may be served as a side dish.,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Parker_House_Rolls.jpg/250px-Parker_House_Rolls.jpg,
Breads and bread dishes,Piki,West,Wyoming,[],"['Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States']",Western United States,A bread made from blue corn meal used in Hopi cuisine,https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Piki_bread_at_La_Posada%2C_Santa_Fe.jpg/250px-Piki_bread_at_La_Posada%2C_Santa_Fe.jpg,
Breads and bread dishes,Pistolette,South,['Louisiana'],[],[],Louisiana,A pistolette is either of two bread-based dishes in Louisiana cuisine. One is a stuffed and fried bread roll (sometimes called stuffed pistolettes) in theCajunareas aroundLafayette. The other is a type of submarine shaped bread about half the size of abaguettethat is popular inNew Orleansfor Vietnamesebánh mìand other sandwiches.[83],,
Breads and bread dishes,Texas toast,Southwest,['Texas'],[],[],Texas,"A type of thick-cut white bread, grilled with butter or margarine and often with garlic and other spices, and usually used as a side dish[84]",https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Cheese_Toasts_free_creative_commons_%284269663447%29.jpg/250px-Cheese_Toasts_free_creative_commons_%284269663447%29.jpg,
Chicken dishes,Almond chicken,Midwest,Wyoming,[],"['Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States']",Midwestern United States,"Chicken breaded in batter containing ground almonds, fried and served with almonds and onions.[85]",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Almond_chicken_from_Panda_Express_2.jpg/250px-Almond_chicken_from_Panda_Express_2.jpg,
Chicken dishes,Bourbon chicken,South,['Louisiana'],"['New Orleans, Louisiana']",[],Louisiana,"Chicken Marinated in soy sauce, brown sugar, ginger, bourbon whiskey, and sometimes honey.",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Bourbon_chicken_-_01.jpg/250px-Bourbon_chicken_-_01.jpg,
Chicken dishes,Broasted chicken,Midwest,['Wisconsin'],[],[],Wisconsin,Broastedchicken is pieces of chicken that have been battered and deep-fried in apressure cooker.  The outside is very crispy and the inside is moist and juicy.  True broasted chicken is chicken that has been cooked using equipment and recipes supplied by theBroaster Company.[86][87][88],https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/Broasted-chicken-01.jpg/250px-Broasted-chicken-01.jpg,
Chicken dishes,Buffalo wings,Northeast,['New York'],[],[],New York,"Chicken wing sections (wingettes and drumettes) that are deep-fried, unbreaded, and coated in a hot sauce made withcayenne pepper, vinegar, and butter. Usually served with celery or carrot sticks, and bleu cheese or ranch dressing for dipping.[89]",https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Buffalo_wings-01.jpg/250px-Buffalo_wings-01.jpg,
